YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2019-05,WEEKDAY,14,TRAIN,EW26,23949,18446
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW26,15022,12384
2019-05,WEEKDAY,6,TRAIN,NS20,7806,34940
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1527,8712
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,DT29,1893,311
2019-05,WEEKDAY,6,TRAIN,DT29,12294,1733
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,CC1-NE6-NS24,2196,6776
2019-05,WEEKDAY,7,TRAIN,CC1-NE6-NS24,11679,41648
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,BP7,764,240
2019-05,WEEKDAY,7,TRAIN,BP7,7837,1748
2019-05,WEEKDAY,20,TRAIN,BP11,2286,7129
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,BP11,1147,2278
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS22,28107,63742
2019-05,WEEKDAY,11,TRAIN,NS22,35623,87017
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,NE7,5088,5821
2019-05,WEEKDAY,7,TRAIN,NE7,19772,25601
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,DT12,1014,1610
2019-05,WEEKDAY,7,TRAIN,DT12,5285,9976
2019-05,WEEKDAY,18,TRAIN,CC3,28668,14656
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC3,9501,6499
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NS5,14241,13581
2019-05,WEEKDAY,14,TRAIN,NS5,23699,23646
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1759,2075
2019-05,WEEKDAY,16,TRAIN,DT7,7350,5430
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,CC3,532,3548
2019-05,WEEKDAY,8,TRAIN,CC3,1757,26531
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,CC7,2269,4139
2019-05,WEEKDAY,22,TRAIN,CC7,5385,7543
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,PW4,131,116
2019-05,WEEKDAY,10,TRAIN,PW4,211,197
2019-05,WEEKDAY,18,TRAIN,BP13,2254,5660
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,BP13,1088,1091
2019-05,WEEKDAY,7,TRAIN,BP9,8934,9325
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,BP9,1178,1272
2019-05,WEEKDAY,16,TRAIN,CC26,6099,2743
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1735,1141
2019-05,WEEKDAY,15,TRAIN,DT29,4051,5149
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT29,2811,2593
2019-05,WEEKDAY,9,TRAIN,EW31,1221,3420
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,EW31,754,794
2019-05,WEEKDAY,14,TRAIN,PW4,167,225
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,PW4,169,91
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,EW7,10288,7231
2019-05,WEEKDAY,12,TRAIN,EW7,14671,12862
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC12,2862,1532
2019-05,WEEKDAY,9,TRAIN,CC12,10539,4054
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NS19,7301,3552
2019-05,WEEKDAY,6,TRAIN,NS19,37237,22982
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS28,1865,1460
2019-05,WEEKDAY,11,TRAIN,NS28,1549,1935
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CG2,25120,34297
2019-05,WEEKDAY,14,TRAIN,CG2,29766,37274
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,PE7,19,246
2019-05,WEEKDAY,0,TRAIN,PE7,19,453
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NS9,21715,18672
2019-05,WEEKDAY,9,TRAIN,NS9,52094,49445
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT21,3675,2293
2019-05,WEEKDAY,22,TRAIN,DT21,11743,4784
2019-05,WEEKDAY,19,TRAIN,EW11,29961,30606
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW11,9749,9798
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT31,1142,4711
2019-05,WEEKDAY,22,TRAIN,DT31,3875,10944
2019-05,WEEKDAY,17,TRAIN,PE2,6609,8928
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,PE2,3016,2861
2019-05,WEEKDAY,22,TRAIN,BP2,754,5456
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,BP2,353,2341
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS16,30287,18721
2019-05,WEEKDAY,11,TRAIN,NS16,45075,32410
2019-05,WEEKDAY,6,TRAIN,CC23,1001,16467
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CC23,225,1556
2019-05,WEEKDAY,14,TRAIN,SE2,4296,5953
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2808,2719
2019-05,WEEKDAY,23,TRAIN,NS18,2242,11024
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NS18,890,5215
2019-05,WEEKDAY,15,TRAIN,EW14-NS26,51980,34624
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW14-NS26,11797,9315
2019-05,WEEKDAY,7,TRAIN,PW4,387,3115
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,PW4,112,877
2019-05,WEEKDAY,9,TRAIN,BP12,5155,1990
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,BP12,2149,1038
2019-05,WEEKDAY,15,TRAIN,EW15,39334,26389
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW15,12376,9072
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,DT2,71,588
2019-05,WEEKDAY,23,TRAIN,DT2,152,1286
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,BP3,2163,2305
2019-05,WEEKDAY,16,TRAIN,BP3,3580,5596
2019-05,WEEKDAY,11,TRAIN,NS18,15361,8772
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS18,8826,3861
2019-05,WEEKDAY,14,TRAIN,NS23,34852,38868
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NS23,21047,29326
2019-05,WEEKDAY,21,TRAIN,DT31,5374,11719
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,DT31,1693,4627
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,PW1,670,235
2019-05,WEEKDAY,19,TRAIN,PW1,1350,1114
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW5,19462,12317
2019-05,WEEKDAY,10,TRAIN,EW5,34291,21963
2019-05,WEEKDAY,23,TRAIN,DT10,660,1861
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,DT10,387,785
2019-05,WEEKDAY,15,TRAIN,SW8,1923,2460
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,SW8,1001,918
2019-05,WEEKDAY,17,TRAIN,DT10,8687,7056
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT10,2310,1898
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,PW5,321,2380
2019-05,WEEKDAY,22,TRAIN,PW5,459,5074
2019-05,WEEKDAY,6,TRAIN,NE15,35057,3456
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NE15,3144,614
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NE16-STC,14504,23806
2019-05,WEEKDAY,21,TRAIN,NE16-STC,29600,57770
2019-05,WEEKDAY,6,TRAIN,EW23,54628,45253
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,EW23,8481,6921
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,DT6,3617,2023
2019-05,WEEKDAY,11,TRAIN,DT6,6610,5644
2019-05,WEEKDAY,19,TRAIN,DT1,15533,104057
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,BP6,9290,6460
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT1,8545,20761
2019-05,WEEKDAY,19,TRAIN,BP6,40605,15026
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1931,1571
2019-05,WEEKDAY,14,TRAIN,BP2,2608,2997
2019-05,WEEKDAY,0,TRAIN,CC7,73,647
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC7,78,334
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NS22,65632,40614
2019-05,WEEKDAY,18,TRAIN,NS22,147046,126237
2019-05,WEEKDAY,10,TRAIN,EW31,1096,1265
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW31,797,355
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,PE1,1549,2467
2019-05,WEEKDAY,19,TRAIN,PE1,3112,9712
2019-05,WEEKDAY,20,TRAIN,DT23,5009,3473
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1048,1112
2019-05,WEEKDAY,20,TRAIN,PW6,432,1716
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,PW6,207,502
2019-05,WEEKDAY,19,TRAIN,EW30,9588,1672
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW30,1775,1112
2019-05,WEEKDAY,17,TRAIN,NS22,115845,78068
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS22,68654,46485
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NS9,7252,15396
2019-05,WEEKDAY,23,TRAIN,NS9,11015,35415
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NS7,10110,8645
2019-05,WEEKDAY,9,TRAIN,NS7,20855,21452
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC4-DT15,4531,955
2019-05,WEEKDAY,23,TRAIN,CC4-DT15,8792,1532
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,NE13,10315,9856
2019-05,WEEKDAY,8,TRAIN,NE13,61312,26901
2019-05,WEEKDAY,13,TRAIN,BP13,2167,2343
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,BP13,1106,1074
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC28,2146,1079
2019-05,WEEKDAY,11,TRAIN,CC28,3291,1992
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC9,9184,8900
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW8,16789,20107
2019-05,WEEKDAY,14,TRAIN,EW8,21892,27443
2019-05,WEEKDAY,14,TRAIN,CC9,16563,14016
2019-05,WEEKDAY,6,TRAIN,SE3,7789,939
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,SE3,883,66
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,BP2,1770,1571
2019-05,WEEKDAY,15,TRAIN,BP2,2371,3397
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT31,3259,3220
2019-05,WEEKDAY,15,TRAIN,DT31,6625,6910
2019-05,WEEKDAY,17,TRAIN,PE6,8702,10158
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,PE6,3485,3907
2019-05,WEEKDAY,20,TRAIN,DT8,2805,3599
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT8,666,1517
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,SW6,1100,1944
2019-05,WEEKDAY,19,TRAIN,SW6,2493,9280
2019-05,WEEKDAY,12,TRAIN,DT10,4550,3046
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT10,2479,1254
2019-05,WEEKDAY,18,TRAIN,PW1,1430,1188
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,PW1,905,383
2019-05,WEEKDAY,9,TRAIN,BP3,6489,1933
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,BP3,2726,922
2019-05,WEEKDAY,16,TRAIN,NS8,20846,23117
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NS8,8976,8250
2019-05,WEEKDAY,16,TRAIN,CC8,11129,7268
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC8,3660,3953
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS19,13075,20203
2019-05,WEEKDAY,20,TRAIN,NS19,33736,53206
2019-05,WEEKDAY,15,TRAIN,DT28,6545,6211
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT28,4124,3272
2019-05,WEEKDAY,10,TRAIN,NS5,27953,13107
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS5,17531,7804
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT18,2878,3824
2019-05,WEEKDAY,12,TRAIN,DT18,25422,26441
2019-05,WEEKDAY,5,TRAIN,SW3,1220,60
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,SW3,272,18
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,PW4,93,421
2019-05,WEEKDAY,8,TRAIN,PW4,457,2084
2019-05,WEEKDAY,10,TRAIN,CC14,6794,2754
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC14,4107,1598
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,PE7,949,2591
2019-05,WEEKDAY,20,TRAIN,PE7,1893,7216
2019-05,WEEKDAY,14,TRAIN,EW6,8354,11349
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW6,6048,6305
2019-05,WEEKDAY,17,TRAIN,DT29,9292,12377
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT29,3566,3320
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,BP8,1476,1327
2019-05,WEEKDAY,14,TRAIN,BP8,2627,3047
2019-05,WEEKDAY,7,TRAIN,DT8,9991,32873
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,DT8,647,1256
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT20,3546,2411
2019-05,WEEKDAY,22,TRAIN,DT20,7761,5144
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,CC16,5164,3057
2019-05,WEEKDAY,12,TRAIN,CC16,11505,5737
2019-05,WEEKDAY,18,TRAIN,PE4,2310,3932
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,PE4,1362,1485
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,PE1,2044,2241
2019-05,WEEKDAY,18,TRAIN,PE1,4244,9563
2019-05,WEEKDAY,17,TRAIN,NS10,66418,75988
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS10,15747,15647
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2516,2578
2019-05,WEEKDAY,14,TRAIN,PE2,5684,5487
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NE16-STC,21838,11822
2019-05,WEEKDAY,9,TRAIN,NE16-STC,63816,21645
2019-05,WEEKDAY,15,TRAIN,PW5,1788,2420
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,PW5,1355,1325
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,EW28,17381,6933
2019-05,WEEKDAY,7,TRAIN,EW28,141432,39785
2019-05,WEEKDAY,6,TRAIN,EW18,20682,15123
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,EW18,2925,2357
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC11,2955,5196
2019-05,WEEKDAY,10,TRAIN,CC11,6798,20314
2019-05,WEEKDAY,18,TRAIN,NS27,47436,4060
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CE2,169,299
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NS27,1471,1586
2019-05,WEEKDAY,18,TRAIN,CE2,887,467
2019-05,WEEKDAY,12,TRAIN,DT33,13292,7944
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT33,9338,4310
2019-05,WEEKDAY,22,TRAIN,EW4,5638,21022
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,EW4,2931,9467
2019-05,WEEKDAY,5,TRAIN,DT24,1171,0
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,DT24,172,1
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC29,17546,31596
2019-05,WEEKDAY,14,TRAIN,NE1,15402,13449
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NE1,9877,7825
2019-05,WEEKDAY,14,TRAIN,CC29,24676,31539
2019-05,WEEKDAY,14,TRAIN,DT28,5826,7477
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT28,4401,3063
2019-05,WEEKDAY,6,TRAIN,SW8,3545,1287
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,SW8,447,167
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NE9,10707,11224
2019-05,WEEKDAY,19,TRAIN,NE9,35939,40354
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,CC25,4244,2231
2019-05,WEEKDAY,12,TRAIN,CC25,5922,3917
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,NS16,31309,22898
2019-05,WEEKDAY,12,TRAIN,NS16,45929,41347
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,EW24-NS1,10472,17455
2019-05,WEEKDAY,6,TRAIN,EW24-NS1,44698,99349
2019-05,WEEKDAY,8,TRAIN,BP1,83518,30964
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,NS4,1361,1318
2019-05,WEEKDAY,8,TRAIN,NS4,7115,4033
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,BP1,15384,9650
2019-05,WEEKDAY,19,TRAIN,PE4,1581,3842
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,PE4,966,1327
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT18,851,3599
2019-05,WEEKDAY,9,TRAIN,DT18,5175,103120
2019-05,WEEKDAY,8,TRAIN,SW5,18927,4071
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3536,1951
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC24,590,536
2019-05,WEEKDAY,23,TRAIN,CC24,2352,1164
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC11,928,1738
2019-05,WEEKDAY,23,TRAIN,CC11,2895,3508
2019-05,WEEKDAY,14,TRAIN,CC26,2831,3048
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC26,1245,1340
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,SE5,969,286
2019-05,WEEKDAY,7,TRAIN,SE5,8481,11203
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,SW1,37,39
2019-05,WEEKDAY,5,TRAIN,SW1,221,179
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,PW1,50,293
2019-05,WEEKDAY,7,TRAIN,PW1,264,807
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,NS15,10012,4782
2019-05,WEEKDAY,12,TRAIN,NS15,40863,24857
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT9,301,342
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,CC19,2722,1743
2019-05,WEEKDAY,20,TRAIN,DT9,933,1122
2019-05,WEEKDAY,20,TRAIN,CC19,4540,4456
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW10,7167,7650
2019-05,WEEKDAY,14,TRAIN,EW10,7774,9042
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,EW5,1643,93
2019-05,WEEKDAY,5,TRAIN,EW5,9452,1021
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW13-NS25,32084,31531
2019-05,WEEKDAY,15,TRAIN,EW13-NS25,42669,37144
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT30,997,4752
2019-05,WEEKDAY,22,TRAIN,DT30,1740,11422
2019-05,WEEKDAY,22,TRAIN,EW20,6154,15199
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,EW20,2356,6614
2019-05,WEEKDAY,17,TRAIN,DT5,21275,23223
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT5,8168,8748
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,SE3,1347,339
2019-05,WEEKDAY,7,TRAIN,SE3,15318,2770
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,CC4-DT15,6603,14305
2019-05,WEEKDAY,13,TRAIN,CC4-DT15,24177,26124
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC5,3009,3273
2019-05,WEEKDAY,16,TRAIN,CC5,4610,4031
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS13,30871,17260
2019-05,WEEKDAY,10,TRAIN,NS13,51484,32711
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,PE7,321,4
2019-05,WEEKDAY,5,TRAIN,PE7,1617,56
2019-05,WEEKDAY,15,TRAIN,EW27,38011,47210
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW27,27136,28782
2019-05,WEEKDAY,21,TRAIN,CC26,3807,3004
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,CC26,1021,1576
2019-05,WEEKDAY,11,TRAIN,EW20,13551,9965
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW20,8767,5676
2019-05,WEEKDAY,0,TRAIN,EW23,533,1635
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,EW23,249,940
2019-05,WEEKDAY,10,TRAIN,CG2,14766,27649
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CG2,8315,19133
2019-05,WEEKDAY,15,TRAIN,DT30,4434,5869
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT30,3160,3258
2019-05,WEEKDAY,16,TRAIN,NE16-STC,40380,52671
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NE16-STC,24155,26951
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NS9,26874,28209
2019-05,WEEKDAY,13,TRAIN,NS9,41415,44373
2019-05,WEEKDAY,8,TRAIN,CC12,20457,7921
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,CC12,2117,1673
2019-05,WEEKDAY,23,TRAIN,EW21,2581,2499
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC22,1381,1463
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,EW21,1141,1110
2019-05,WEEKDAY,23,TRAIN,CC22,3889,3127
2019-05,WEEKDAY,15,TRAIN,CC17,2948,3153
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,CC17,1160,1202
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC17,1501,936
2019-05,WEEKDAY,11,TRAIN,CC17,2483,1628
2019-05,WEEKDAY,18,TRAIN,NS5,52311,103037
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NS5,13790,19758
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,BP9,1883,1519
2019-05,WEEKDAY,13,TRAIN,BP9,5875,3970
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,PE2,2468,2728
2019-05,WEEKDAY,16,TRAIN,PE2,4467,6286
2019-05,WEEKDAY,22,TRAIN,PW7,849,2334
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,PW7,333,1108
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC24,3275,4415
2019-05,WEEKDAY,11,TRAIN,CC24,20542,20405
2019-05,WEEKDAY,22,TRAIN,SW4,258,836
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,SW4,130,409
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,DT3,3814,3640
2019-05,WEEKDAY,16,TRAIN,DT3,7877,8160
2019-05,WEEKDAY,13,TRAIN,NS23,41567,45531
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NS23,17478,32093
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NS5,7504,18616
2019-05,WEEKDAY,21,TRAIN,NS5,15612,44153
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,SW3,292,1293
2019-05,WEEKDAY,21,TRAIN,SW3,496,3047
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,DT2,582,450
2019-05,WEEKDAY,7,TRAIN,DT2,9525,9032
2019-05,WEEKDAY,8,TRAIN,CC20,17175,9634
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,CC20,2474,2212
2019-05,WEEKDAY,0,TRAIN,PW5,6,825
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,PW5,11,557
2019-05,WEEKDAY,9,TRAIN,DT32,34555,17357
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT32,7260,6627
2019-05,WEEKDAY,9,TRAIN,EW2,35561,27760
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,EW2,15573,10800
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC19,4738,5242
2019-05,WEEKDAY,14,TRAIN,CC19,7083,7139
2019-05,WEEKDAY,14,TRAIN,DT9,667,1042
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT9,383,558
2019-05,WEEKDAY,8,TRAIN,DT29,32234,8648
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,DT29,3509,1243
2019-05,WEEKDAY,5,TRAIN,CC1-NE6-NS24,410,447
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC1-NE6-NS24,161,68
2019-05,WEEKDAY,10,TRAIN,CC7,5207,4523
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC7,3631,2507
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC14,2897,3675
2019-05,WEEKDAY,18,TRAIN,CC14,15959,19030
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC2,2192,2587
2019-05,WEEKDAY,11,TRAIN,CC2,4446,5619
2019-05,WEEKDAY,18,TRAIN,DT8,14333,9995
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,DT8,1838,2180
2019-05,WEEKDAY,15,TRAIN,CC1-NE6-NS24,42092,35619
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,CC1-NE6-NS24,29473,28499
2019-05,WEEKDAY,12,TRAIN,EW18,17595,14824
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,EW18,9812,6790
2019-05,WEEKDAY,22,TRAIN,NS3,6747,20637
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NS3,2929,9146
2019-05,WEEKDAY,11,TRAIN,PE6,6614,5125
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,PE6,4078,3308
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NS28,2924,941
2019-05,WEEKDAY,16,TRAIN,NS28,2516,2139
2019-05,WEEKDAY,9,TRAIN,BP5,3098,1886
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,BP5,1253,784
2019-05,WEEKDAY,0,TRAIN,CC13,487,2793
2019-05,WEEKDAY,0,TRAIN,NE12,238,1946
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NE12,139,925
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC13,287,1459
2019-05,WEEKDAY,19,TRAIN,EW21,23518,18657
2019-05,WEEKDAY,19,TRAIN,CC22,32666,17168
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,CC22,4310,3933
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW21,5017,4589
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT33,7287,6889
2019-05,WEEKDAY,15,TRAIN,DT33,10044,12752
2019-05,WEEKDAY,9,TRAIN,NS19,58095,42018
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NS19,20655,15886
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,NE15,5883,1683
2019-05,WEEKDAY,7,TRAIN,NE15,74413,9306
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,EW33,280,19
2019-05,WEEKDAY,5,TRAIN,EW33,738,268
2019-05,WEEKDAY,23,TRAIN,NS22,20373,5420
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NS22,10678,2814
2019-05,WEEKDAY,14,TRAIN,NE4,54674,51136
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NE4,35043,32678
