YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2019-05,WEEKDAY,20,TRAIN,CC13,30264,49205
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT9,232,254
2019-05,WEEKDAY,22,TRAIN,CC19,3239,2610
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,CC19,1405,1200
2019-05,WEEKDAY,22,TRAIN,DT9,779,720
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NS23,91,98
2019-05,WEEKDAY,5,TRAIN,NS23,525,707
2019-05,WEEKDAY,9,TRAIN,EW17,46762,34065
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,EW17,12780,11017
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT6,1225,2384
2019-05,WEEKDAY,20,TRAIN,DT6,6221,7022
2019-05,WEEKDAY,11,TRAIN,EW11,24930,20079
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW11,11183,9525
2019-05,WEEKDAY,20,TRAIN,DT10,2952,5596
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT10,1046,1861
2019-05,WEEKDAY,14,TRAIN,CC22,15086,12248
2019-05,WEEKDAY,14,TRAIN,EW21,10470,7911
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC22,5506,4993
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW21,6192,5633
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC6,38,2
2019-05,WEEKDAY,5,TRAIN,CC6,132,13
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,DT31,2488,1551
2019-05,WEEKDAY,7,TRAIN,DT31,27138,10665
2019-05,WEEKDAY,0,TRAIN,CC23,122,175
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC23,35,76
2019-05,WEEKDAY,18,TRAIN,BP9,3966,7194
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,BP9,1358,1730
2019-05,WEEKDAY,21,TRAIN,CC28,1801,5025
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,CC28,706,2343
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,PE1,2070,1975
2019-05,WEEKDAY,17,TRAIN,PE1,4043,6017
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,EW14-NS26,12261,9244
2019-05,WEEKDAY,16,TRAIN,EW14-NS26,69105,31370
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,BP1,16296,10820
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NS4,1633,1597
2019-05,WEEKDAY,9,TRAIN,NS4,3699,2906
2019-05,WEEKDAY,9,TRAIN,BP1,40652,19631
2019-05,WEEKDAY,8,TRAIN,BP13,5288,1159
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,BP13,1500,543
2019-05,WEEKDAY,15,TRAIN,DT32,15946,19805
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT32,11055,11866
2019-05,WEEKDAY,15,TRAIN,EW2,31605,36155
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW2,20834,20902
2019-05,WEEKDAY,17,TRAIN,NS19,69758,68812
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS19,23808,23966
2019-05,WEEKDAY,10,TRAIN,CC4-DT15,5568,25545
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC4-DT15,2318,10904
2019-05,WEEKDAY,20,TRAIN,CC20,3670,6854
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,CC20,1384,2370
2019-05,WEEKDAY,21,TRAIN,BP4,2617,3379
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,BP4,437,1287
2019-05,WEEKDAY,19,TRAIN,EW20,22585,27917
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW20,5480,7289
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,PE5,2847,2358
2019-05,WEEKDAY,13,TRAIN,PE5,8578,7697
2019-05,WEEKDAY,13,TRAIN,CC26,3485,3932
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,CC26,1326,1500
2019-05,WEEKDAY,11,TRAIN,SW5,6641,5598
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,SW5,4941,3991
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,EW18,38,325
2019-05,WEEKDAY,0,TRAIN,EW18,47,495
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC28,1995,2115
2019-05,WEEKDAY,18,TRAIN,CC28,8352,11937
2019-05,WEEKDAY,15,TRAIN,CC19,7515,7303
2019-05,WEEKDAY,15,TRAIN,DT9,826,982
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT9,466,647
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,CC19,4824,5464
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC27,275,1686
2019-05,WEEKDAY,9,TRAIN,CC27,1490,42390
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NE11,2211,2764
2019-05,WEEKDAY,19,TRAIN,NE11,8921,7814
2019-05,WEEKDAY,20,TRAIN,PE6,4962,9080
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,PE6,2685,3168
2019-05,WEEKDAY,8,TRAIN,PE3,15571,8590
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,PE3,3070,2082
2019-05,WEEKDAY,14,TRAIN,EW29,9141,7385
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW29,6060,4141
2019-05,WEEKDAY,20,TRAIN,EW32,5503,2984
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,EW32,1334,2071
2019-05,WEEKDAY,10,TRAIN,CC17,2992,2041
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC17,1457,874
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,CC25,3732,2771
2019-05,WEEKDAY,13,TRAIN,CC25,4984,4973
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,BP10,2732,2050
2019-05,WEEKDAY,12,TRAIN,BP10,4308,3860
2019-05,WEEKDAY,10,TRAIN,NE10,14803,10573
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NE10,7762,4931
2019-05,WEEKDAY,6,TRAIN,CC4-DT15,554,9827
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CC4-DT15,404,1749
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,EW24-NS1,17029,21919
2019-05,WEEKDAY,7,TRAIN,EW24-NS1,92104,220735
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT17,2880,1827
2019-05,WEEKDAY,20,TRAIN,DT17,40704,4441
2019-05,WEEKDAY,6,TRAIN,CC6,1638,3515
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CC6,365,2652
2019-05,WEEKDAY,5,TRAIN,CC8,994,187
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC8,221,29
2019-05,WEEKDAY,9,TRAIN,CC23,3706,92779
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC23,645,2625
2019-05,WEEKDAY,6,TRAIN,BP6,6312,31231
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,BP6,709,4308
2019-05,WEEKDAY,6,TRAIN,DT1,66637,5435
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,DT1,11478,986
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NE4,36241,30956
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,DT19,6697,5943
2019-05,WEEKDAY,16,TRAIN,NE4,58216,49349
2019-05,WEEKDAY,16,TRAIN,DT19,12130,9419
2019-05,WEEKDAY,19,TRAIN,SE1,3583,11101
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1664,2527
2019-05,WEEKDAY,10,TRAIN,CC28,3537,3284
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC28,2070,1068
2019-05,WEEKDAY,9,TRAIN,EW18,27929,33045
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,EW18,7414,7378
2019-05,WEEKDAY,11,TRAIN,SW2,3558,2477
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3323,2149
2019-05,WEEKDAY,13,TRAIN,DT23,3246,5240
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1442,1448
2019-05,WEEKDAY,15,TRAIN,PW7,1445,2127
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,PW7,809,1071
2019-05,WEEKDAY,5,TRAIN,NE11,155,213
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NE11,18,27
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,PE1,1940,1830
2019-05,WEEKDAY,16,TRAIN,PE1,3079,4509
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NS23,29950,26317
2019-05,WEEKDAY,18,TRAIN,NS23,92590,101303
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,SE2,2070,3456
2019-05,WEEKDAY,19,TRAIN,SE2,3885,16263
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NS15,831,203
2019-05,WEEKDAY,5,TRAIN,NS15,4741,2567
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NS18,6400,6336
2019-05,WEEKDAY,15,TRAIN,NS18,12736,13085
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW32,1350,723
2019-05,WEEKDAY,14,TRAIN,EW32,1853,1139
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,SW3,5,233
2019-05,WEEKDAY,0,TRAIN,SW3,15,386
2019-05,WEEKDAY,18,TRAIN,EW16,30116,10023
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NE3,8147,7008
2019-05,WEEKDAY,18,TRAIN,NE3,91307,28595
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,EW16,2636,2779
2019-05,WEEKDAY,5,TRAIN,NS7,19606,4561
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NS7,4847,1794
2019-05,WEEKDAY,22,TRAIN,DT23,3097,2675
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT23,869,1187
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,SW6,1557,2022
2019-05,WEEKDAY,18,TRAIN,SW6,4781,9232
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW13-NS25,28491,33946
2019-05,WEEKDAY,14,TRAIN,EW13-NS25,45340,41547
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,PE2,2015,378
2019-05,WEEKDAY,7,TRAIN,PE2,21395,7062
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW4,7592,9044
2019-05,WEEKDAY,19,TRAIN,EW4,25098,36097
2019-05,WEEKDAY,10,TRAIN,CC6,4415,7636
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CC6,5208,9910
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT35,787,4020
2019-05,WEEKDAY,9,TRAIN,DT35,2141,65594
2019-05,WEEKDAY,9,TRAIN,CG1,1690,16518
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CG1,485,2672
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,EW30,356,1185
2019-05,WEEKDAY,21,TRAIN,EW30,2229,802
2019-05,WEEKDAY,16,TRAIN,CC24,34985,10262
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC24,6130,2898
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NE13,13229,11235
2019-05,WEEKDAY,14,TRAIN,NE13,18973,20235
2019-05,WEEKDAY,10,TRAIN,BP4,3501,7493
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,BP4,1174,433
2019-05,WEEKDAY,17,TRAIN,EW3,29640,32187
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW3,10715,11610
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,SW4,498,367
2019-05,WEEKDAY,11,TRAIN,SW4,847,481
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1332,2258
2019-05,WEEKDAY,20,TRAIN,DT34,4067,7332
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,PW7,883,1145
2019-05,WEEKDAY,16,TRAIN,PW7,1754,2579
2019-05,WEEKDAY,12,TRAIN,PE1,3445,2627
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,PE1,2385,1654
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NE8,27639,38977
2019-05,WEEKDAY,18,TRAIN,NE8,47706,77877
2019-05,WEEKDAY,13,TRAIN,DT10,6780,3051
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,DT10,2270,1361
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,CC15,12288,16182
2019-05,WEEKDAY,20,TRAIN,NS17,11016,18268
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS17,4258,5356
2019-05,WEEKDAY,20,TRAIN,CC15,33319,47611
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC3,6565,7632
2019-05,WEEKDAY,14,TRAIN,CC3,7390,7224
2019-05,WEEKDAY,14,TRAIN,EW31,1734,877
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW31,1222,419
2019-05,WEEKDAY,0,TRAIN,NE11,20,149
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NE11,9,100
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,PE1,1566,1809
2019-05,WEEKDAY,15,TRAIN,PE1,2843,3903
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,EW32,540,1218
2019-05,WEEKDAY,6,TRAIN,EW32,1417,6020
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,PW7,840,1347
2019-05,WEEKDAY,19,TRAIN,PW7,2340,4950
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,SW2,2807,2362
2019-05,WEEKDAY,17,TRAIN,SW2,4425,6842
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,CC4-DT15,12376,2048
2019-05,WEEKDAY,22,TRAIN,CC4-DT15,25492,3165
2019-05,WEEKDAY,8,TRAIN,EW5,98491,38446
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW5,15729,8942
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC24,5366,3222
2019-05,WEEKDAY,18,TRAIN,CC24,90970,17017
2019-05,WEEKDAY,7,TRAIN,DT24,15224,7750
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,DT24,2244,1257
2019-05,WEEKDAY,0,TRAIN,EW32,1,186
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,EW32,1,213
2019-05,WEEKDAY,19,TRAIN,CC10,24454,18219
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,CC10,4116,4605
2019-05,WEEKDAY,19,TRAIN,DT26,5136,6791
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT26,1543,1671
2019-05,WEEKDAY,17,TRAIN,DT6,20948,10583
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT6,3117,2826
2019-05,WEEKDAY,14,TRAIN,CC14,5896,7971
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC14,2875,3103
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS23,6017,20645
2019-05,WEEKDAY,10,TRAIN,NS23,12862,42820
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,EW9,9846,15227
2019-05,WEEKDAY,21,TRAIN,EW9,19532,33849
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NE10,3704,7797
2019-05,WEEKDAY,21,TRAIN,NE10,9850,17456
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,DT10,1966,1514
2019-05,WEEKDAY,16,TRAIN,DT10,6906,4600
2019-05,WEEKDAY,10,TRAIN,EW3,17254,11207
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW3,9788,5548
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,EW26,1368,10953
2019-05,WEEKDAY,23,TRAIN,EW26,2493,22946
2019-05,WEEKDAY,9,TRAIN,DT27,8321,14117
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT27,2789,2187
2019-05,WEEKDAY,6,TRAIN,NE11,4122,6364
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NE11,765,705
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,DT33,9587,2304
2019-05,WEEKDAY,10,TRAIN,DT33,21012,3772
2019-05,WEEKDAY,19,TRAIN,DT7,6710,9503
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1667,2076
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW5,21076,18302
2019-05,WEEKDAY,14,TRAIN,EW5,32359,29531
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,PE4,778,938
2019-05,WEEKDAY,14,TRAIN,PE4,1212,1682
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,BP12,2078,1507
2019-05,WEEKDAY,12,TRAIN,BP12,5835,2328
2019-05,WEEKDAY,16,TRAIN,DT24,3900,5003
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,DT24,2260,2274
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,EW33,1103,2865
2019-05,WEEKDAY,21,TRAIN,EW33,1891,3700
2019-05,WEEKDAY,9,TRAIN,CC13,39048,19171
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC13,12697,9954
2019-05,WEEKDAY,9,TRAIN,NE12,52860,17314
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NE12,14991,8050
2019-05,WEEKDAY,21,TRAIN,SW2,1970,4312
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,SW2,897,1895
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NE11,2427,1856
2019-05,WEEKDAY,14,TRAIN,NE11,4421,4618
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,EW28,3151,163
2019-05,WEEKDAY,5,TRAIN,EW28,16198,706
2019-05,WEEKDAY,9,TRAIN,BP7,2721,1142
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,BP7,1224,634
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1263,361
2019-05,WEEKDAY,15,TRAIN,EW30,2187,422
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NS18,6924,5979
2019-05,WEEKDAY,14,TRAIN,NS18,13684,12780
2019-05,WEEKDAY,14,TRAIN,CG1,4620,6013
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CG1,2562,3432
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT35,5532,5793
2019-05,WEEKDAY,14,TRAIN,DT35,9724,11166
2019-05,WEEKDAY,12,TRAIN,SW6,4032,2333
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,SW6,2118,1235
2019-05,WEEKDAY,23,TRAIN,CC8,1646,3881
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC8,972,1838
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1980,1956
2019-05,WEEKDAY,15,TRAIN,DT24,3209,3931
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,EW17,7739,5129
2019-05,WEEKDAY,7,TRAIN,EW17,68071,30944
2019-05,WEEKDAY,23,TRAIN,DT13,3901,2937
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,DT13,1897,1612
2019-05,WEEKDAY,5,TRAIN,BP13,1862,244
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,BP13,374,53
2019-05,WEEKDAY,15,TRAIN,PE7,2917,4039
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,PE7,1851,2175
2019-05,WEEKDAY,10,TRAIN,PE6,6716,5297
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4050,3019
2019-05,WEEKDAY,9,TRAIN,DT5,19665,12987
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT5,7214,6600
2019-05,WEEKDAY,6,TRAIN,PE7,8536,868
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,PE7,798,113
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS22,19444,60142
2019-05,WEEKDAY,10,TRAIN,NS22,26497,86609
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,BP5,1091,990
2019-05,WEEKDAY,19,TRAIN,BP5,3200,4084
2019-05,WEEKDAY,18,TRAIN,SW1,4381,3594
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,SW1,965,1039
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW22,2972,2482
2019-05,WEEKDAY,11,TRAIN,EW22,16719,18810
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,BP7,490,935
2019-05,WEEKDAY,21,TRAIN,BP7,853,2536
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC2,3597,1959
2019-05,WEEKDAY,18,TRAIN,CC2,19226,10070
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,EW15,4536,1757
2019-05,WEEKDAY,23,TRAIN,EW15,15375,3493
2019-05,WEEKDAY,11,TRAIN,DT22,5428,6221
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,DT22,3136,5019
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NS23,11268,2518
2019-05,WEEKDAY,23,TRAIN,NS23,24284,5055
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,BP6,8252,9149
2019-05,WEEKDAY,17,TRAIN,BP6,24090,21686
2019-05,WEEKDAY,17,TRAIN,DT1,30082,60502
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT1,16753,19188
2019-05,WEEKDAY,15,TRAIN,DT10,7319,3736
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT10,1910,1432
2019-05,WEEKDAY,19,TRAIN,CG1,11511,4512
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT35,6992,5568
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,CG1,4412,2817
2019-05,WEEKDAY,19,TRAIN,DT35,43747,9465
2019-05,WEEKDAY,6,TRAIN,CC2,431,2523
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CC2,150,547
2019-05,WEEKDAY,8,TRAIN,EW29,11312,76142
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW29,4706,8594
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,DT7,1003,1389
2019-05,WEEKDAY,21,TRAIN,DT7,2944,3439
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,EW26,17698,11845
2019-05,WEEKDAY,13,TRAIN,EW26,23439,16596
2019-05,WEEKDAY,19,TRAIN,CC14,8792,15861
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,CC14,2130,3757
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1523,1504
2019-05,WEEKDAY,14,TRAIN,SW6,4423,4142
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW29,7448,4483
2019-05,WEEKDAY,15,TRAIN,EW29,13336,5328
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NE10,157,73
2019-05,WEEKDAY,5,TRAIN,NE10,1489,511
2019-05,WEEKDAY,18,TRAIN,DT16,2641,10277
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,DT16,1005,10565
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CE1,29571,15616
2019-05,WEEKDAY,18,TRAIN,CE1,51826,36067
2019-05,WEEKDAY,20,TRAIN,PW1,1205,430
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,PW1,426,149
2019-05,WEEKDAY,10,TRAIN,DT11,27232,23877
2019-05,WEEKDAY,10,TRAIN,NS21,23167,31731
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS21,13294,15973
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,DT11,14893,13869
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,EW27,2627,16559
2019-05,WEEKDAY,23,TRAIN,EW27,4569,29550
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NS10,11486,2415
2019-05,WEEKDAY,6,TRAIN,NS10,117477,19884
2019-05,WEEKDAY,5,TRAIN,CC29,375,87
2019-05,WEEKDAY,5,TRAIN,NE1,683,51
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NE1,206,7
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC29,179,12
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1984,2046
2019-05,WEEKDAY,17,TRAIN,SE4,3892,5811
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NE5,8629,9666
2019-05,WEEKDAY,20,TRAIN,NE5,28364,17073
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NE8,33589,15332
2019-05,WEEKDAY,21,TRAIN,NE8,44771,29425
2019-05,WEEKDAY,10,TRAIN,CE2,140,233
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,CE2,104,232
2019-05,WEEKDAY,10,TRAIN,NS27,1378,6434
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NS27,508,1290
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC16,4844,3223
2019-05,WEEKDAY,11,TRAIN,CC16,7791,4604
2019-05,WEEKDAY,17,TRAIN,EW17,43081,51424
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW17,15436,16624
2019-05,WEEKDAY,14,TRAIN,DT25,2506,2554
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT25,1468,1360
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,CC28,2085,1586
2019-05,WEEKDAY,13,TRAIN,CC28,2922,2802
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NE9,353,0
2019-05,WEEKDAY,5,TRAIN,NE9,3310,23
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1650,1938
2019-05,WEEKDAY,15,TRAIN,DT7,6368,4918
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CC3,228,1293
2019-05,WEEKDAY,6,TRAIN,CC3,311,4284
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC20,2825,2393
2019-05,WEEKDAY,9,TRAIN,CC20,9604,5614
2019-05,WEEKDAY,8,TRAIN,EW16,8153,30994
2019-05,WEEKDAY,8,TRAIN,NE3,23741,92363
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW16,1301,2790
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,NE3,4862,6616
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW18,9136,6299
2019-05,WEEKDAY,11,TRAIN,EW18,15522,12347
2019-05,WEEKDAY,5,TRAIN,CC17,1418,87
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC17,255,15
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,BP2,2526,1238
2019-05,WEEKDAY,12,TRAIN,BP2,3356,2216
2019-05,WEEKDAY,17,TRAIN,DT14,39640,22431
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW12,39095,34011
2019-05,WEEKDAY,17,TRAIN,EW12,69056,60527
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT14,14976,10739
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,PE7,292,1880
2019-05,WEEKDAY,22,TRAIN,PE7,451,4420
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,BP9,1231,1725
2019-05,WEEKDAY,19,TRAIN,BP9,2537,6125
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NE17-PTC,22678,19528
2019-05,WEEKDAY,11,TRAIN,NE17-PTC,30763,25972
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NS7,11419,9110
2019-05,WEEKDAY,21,TRAIN,NS7,17570,21684
2019-05,WEEKDAY,21,TRAIN,BP5,1979,2397
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,BP5,835,946
2019-05,WEEKDAY,23,TRAIN,DT9,189,390
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,DT9,74,131
2019-05,WEEKDAY,23,TRAIN,CC19,1443,1116
